看板,標題,作者,發文時間,內容,留言
Gossiping,[問卦]劉煥榮換這時代是不是免死可以出來選議員?,ikr3699654 (阿邱邱),Mon Jul 10 15:16:03 2023,"https://www.youtube.com/watch?v=N-knJSp4RK0

想不到這YT頻道說得很不錯 前台灣十大槍擊要犯之首

神經仔劉煥榮  專殺黑幫老大 私下逃亡居然還做很多善事??

除了逃亡菲律賓那次有案件是害死了一般人全家....

不過算是合夥的  又有一說是他只是有參與計畫討論 但沒去實施?

後來死刑要去槍決時唯一  一個對外面記者大喊[中華民國萬歲]

後來瀟灑赴死的真男人?? 當時沒有廢死浪潮時都有一堆人幫他求情

知道他不濫殺無辜 都專黑吃黑而已 而且都殺老大 真活到現在也出獄了吧?

有沒有生不逢時的說法?? 大家認為呢?


","['鄭太吉也可以', '一堆砍人斷掌的都是孤兒院資助常客耶', '至少可以選苗栗縣長', '要是晚生二十年，還能開直播當民意', '領袖', '他不會去欺壓善良百姓，但像是民進黨政', '客會啊']"
Gossiping,[問卦] 有沒有腦中奇怪畫面的八卦？,tga123 (叛帝),Mon Jul 10 15:16:19 2023,"肥宅失業多年

最近一直有個煩惱
就是怎麼睡都睡不飽

從早上六點起來吃完早餐睡到十二點
吃完午餐又睡到五六點，大概九點多吃晚餐
然後十二點開始睡到三點會起來一下
接著又回去睡到六七點

總是感覺睡不飽
起來沒多久覺得累又去睡

在還醒著的時候
手機玩太累眼睛稍微閉一下
就會看到很多人眼神空洞的人

從眼窩滲出血同時伸出雙手像我靠近
但是我最近看的影片還是玩的遊戲都沒有
這種類似的場景，以前也沒有過，但是卻總是在眼睛閉上的時候出現，睡覺的時候做夢也
沒印象有夢到過

有沒有腦中出現奇怪畫面的八卦？

https://i.imgur.com/dk4Gi8t.jpg

https://i.imgur.com/201atNQ.jpg

https://i.imgur.com/FyTrygz.jpg

https://i.imgur.com/N4gm2fe.jpg

https://i.imgur.com/obHZ8NE.jpg

https://i.imgur.com/Ru2nlr9.jpg

https://i.imgur.com/QdswIqB.jpg

","['4死神', '去看精神科', '哪部？', '一天睡6小時即可，菁英可能睡不到4小時', '射精精', '肥宅可以睡8～10小時', '體內識神將信號轉成你能理解的相，', '好好正常作息吧。累了就休息，少熬', '夜捏～', '之前每次確診時，內觀都會觀到一堆', '怪獸軍團。', '不覺得那些眼神空洞的人，其實就是', '等待接受訊號刺激的自己嗎？', '推薦你吃中藥清肺湯，我妹西醫生跟', '她同事推薦的。我之前也是一直咳，', '現在好了，而且唱歌還比較通暢咧！']"
Gossiping,[新聞] PLG代理執行長周崇偉失序行為董事會解除,lili712 (7年級韭菜),Mon Jul 10 15:16:52 2023,"1.媒體來源:ETtoday

2.記者署名:簡名杉

3.完整新聞標題:PLG代理執行長周崇偉失序行為　董事會解除職務

4.完整新聞內文:
P.LEAGUE+ 今日(07/10)表示，針對周崇偉先生日前於聚會所發生之失序事件，聯盟今日
召開臨時董事會，除決議將其代理執行長職務移除外，並對其原先行銷策略總監一職，
予以停職作為對該事件之懲處。

另針對聯盟執行長職權，將依性質由聯盟團隊各該管職掌代行，並預計於 1 個 月左右，
再召開董事會就該職位人選為選任。

5.新聞連結:
https://sports.ettoday.net/news/2537111?redirect=1

6.備註:
UCCU

一代換一代

","['怎麼會說又呢', '升職囉', '誰要當代理代理執行長??', '台籃日常', '下一位', '要升官摟', '代理代理執行長', '執行長傳統 me2', '#傳承', '某人平安下莊啦', '代理的代理', 'n號房-1', '下面移位~~', '趕快解散', '誰是下一個？', '沒差拉 反正都是過渡 最後黑人還不是回來', '代理*N 執行長  乾脆找女的好了', '下一位換誰來代理呢？嘻嘻', '下面一位', '代代理', '下一位壓力山大', '來多少都是黑人的狗', '要升官了', '下一任執行長我們邀請：Blackie Chen', '代理代理執行長', '又解除了', '下一個一定被放大鏡檢視', '恭迎代理代理執行長', '選一個沒有me too過的  如果選的到的話', '下一位的職稱是 ""代理代理執行長""?', '下一個找女的會不會比較安全？', '陳信安安哥可以吧?', '下一個性騷的預備上來了？', '不是才代理沒多久怎麼又換人呢 T1超車趁', '現在', '下面一位~', '可憐哪 沒什麼好說的', '下一位～但怎麼都這款的', '性騷擾行為好嗎? 避重就輕講成失序行為', '不敢接的都是...', '好 下面一位請準備', '在幹嘛', '掉棒嘍', '下一位性騷的請準備', '下面一位', 'P又贏', '找女的當啊 最好是變性的', '還有人敢接嗎 呵呵', '下面一位', '下面一位~~']"
Gossiping,Re: [新聞] 柯文哲爆北流辦演唱會遭拒　蔣萬安：他訂,ozjucka (JACK),Mon Jul 10 15:17:45 2023,"推 ronga: 一邊認知是演唱會 另一邊認知是政治活動210.61.66.43 07/10 15:03
→ ronga: 兩邊都合理啦   210.61.66.43 07/10 15:04
噓 bkm1: 都說辦演唱會了 到底哪裡是政治活動???101.9.174.167 07/10 15:04

柯粉請回答

演唱會收入認列到哪，TMD政治獻金還是柯文哲個人收入?

一直在偷換概念欸

484以為一直護航就可以就可以洗成這葛活動是個人演唱會阿

嘻嘻

","['一邊認知是演唱會 另一邊認知是政治活動', '兩邊都合理啦', '都說辦演唱會了 到底哪裡是政治活動???', '其實吼 演唱會可以借小巨蛋啊', '好了啦', '讓柯唱好唱滿 從早上唱到晚上', 'CF就不是歌手 什麼個人演唱會...', '就政治活動還在凹', '白粉好了啦', '演唱當然算唱酬啊，腦殘喔', '這就像問賴清德 東海學生是Set好的嗎??', '其實就是失言，會護航的可能沒看他昨', '天的直播，他自己是用開玩笑的語氣去', '提的，夾帶、看能不能假裝是演唱會', '另外跟你講啦 門票收入算是主辦方的', '沒啥 就幹話失言 被幹活該', '柯可以是無唱酬 收入都歸政黨', '列為個人收入不就好了', '整個見面會裡其實有更多的東西可以討', '論，不過現在好像只打算抓這個來打', '都已經賣演唱的門票了還在扯無唱酬', '可以繼續硬凹辦演唱會啊  看選民買', '不買單', '白粉純到看起來像是反串了', '民調升高要不要去死？只有哥布林愛吵小事', '收入當然是列主辦方阿  柯要不要無酬唱', '看他們怎麼談', '原PO才是一直偷換概念吧']"
Gossiping,Re: [問卦]廢熱發電根據熱力學第二定律到底可不可行?,loserfatotak (魯肥宅沒老婆(TAT)),Mon Jul 10 15:17:58 2023,"※ 引述《NARUTO (鳴人)》之銘言：
: 熱力學第二定律表示能量做功無法百分之百轉換
: 必定有能量散逸成廢熱
: 而且這些廢熱是無法重新利用的
: 所以未來某一天當全部的能源耗盡時人類文明將會終結（吧？那一天應該要很久很久？
）
: 那為什麼會有廢熱發電？
: 廢熱在這熱到爆的夏天到底能不能拿來發電讓大家冷氣吹到爽？

先講結論

廢熱發電幾乎不可能

但廢熱要利用的話有很大的潛力

例如低緯度國家，廢熱沒辦法處理

但高緯度國家，廢熱能為他們供暖

如果國家間能互相扶持合作

人類能將廢熱利用最大化

","['我們用黑洞把廢熱傳送過去高緯度國家', '最大「化」', '地面比較熱 離地越高越冷 利用溫差蓋個', '史特林引擎有無可能?', '肥宅的廢熱有回收價值嗎?']"
Gossiping,[問卦] 台灣小京都台南 價格最頂美食?,elmoman (\同志友善帳號/),Mon Jul 10 15:19:26 2023,"下週要去台南玩啦

人生第一次去

聽說小京都連米其林都不能打分數

老闆還用生命在守護美食

好期待喔


只想吃最頂的(好不好吃其次)

可以推個價格最頂前三名嗎

什麼我家巷口的我可不吃喔~

","['國華街', '台南沒有難吃的 放心的吃吧', '二砂或黑糖任選', '台南都很難吃 千萬不要來', '不懂吃就不要去  怕你留1星', 'n歲便找都馬很頂<對!只有價格頂', '小卷米粉不用去了，比澎湖的難吃', '先問你自己喜不喜歡甜中帶鹹的食物', '小京都=金澤  台南是Kamagasaki吧', '當然是阿堂啊', '價格其次 守護咱臺灣價值 無價', 'https://i.imgur.com/VDgY0Sf.jpg']"
Gossiping,"[問卦] 台積年減月減了, 該怎麼辦?",kisweet999 (淘氣喵),Mon Jul 10 15:02:32 2023,"  如題




  我幾天前才陸續撿了台積股票

  結果今天出六月財報 年減月減

  請問該怎麼辦...


  我的積蓄R~~~~~~~~































  30股QQ

","['再買300', '加碼', '本多終勝', '沒差你上面還有大學長', '準備下市qq', '下看50', '存股台雞店不如存股紅茶店，嫩', '越爛越噴']"
Gossiping,[問卦] 為何吃的賣貴了就一直被批，房價卻沒？,ljsnonocat2 (凡所有相皆是虛妄),Mon Jul 10 15:03:50 2023,"
  最近除了阿堂鹹粥漲價外

  又加入了白飯之亂

  不過吃的東西是能花多少錢？

  人生最重要的開銷  房子怎麼現在大家都不討論？

  這個才是差很大

  有沒有八卦？


","['建商投資客房東，這七年爽到不行', '房子買完後可以賣更貴 東西吃完後可以幹嘛', '大家不討論(X) 媒體不報導(O)', '有房的是多數阿，講屁話', '也是一直批 又一直買啊', '討論到爛了沒討論？', '建商 投資客 房仲 房東 賺到流湯']"
Gossiping,[新聞] 柯借北流遭拒嘆「世態炎涼」 蔡詩萍還原,kymco9999 (),Mon Jul 10 15:04:36 2023,"備註請放最後面 違者新聞文章刪除

1.媒體來源:
※ 例如蘋果日報、自由時報（請參考版規下方的核准媒體名單）
※ Yahoo、MSN、LINE等非直接官方新聞連結不被允許

聯合報

2.記者署名:
※ 若新聞沒有記者名字或編輯名字，請勿張貼，否則會被水桶14天
※ 外電至少要有來源或編輯 如:法新社

聯合報 記者洪子凱／台北即時報導


3.完整新聞標題:
※ 標題沒有完整寫出來 ","['https://www.ftnn.com.tw/news/31885', '看看柯文哲怎麼回應吧', 'https://i.imgur.com/WcuBA8P.png', '以後政治人物唱歌都是政治活動，閃靈漏尿', '高祖說你卡就是卡 勸你別那麼多意見', '柯痞辦公室自己回答北流 無法保證沒', '有政治活動', '然後白粉無視拼命凹不是政治活動', '柯又翻', '柯又再裝受害者了 有本事戶外開大場啊', '高雄世運很適合啊 其邁一定全力配合', '哪次不翻', '78當然樂意配合啊  但是柯要先繳場地', '費啊', '又是蔡詩萍之類的人在當官，藍色看', '到就覺得噁心', '嘿嘿...柯時代上班日還沒8點就開會，', '請問公子爺怎麼不說當初就規定的']"
Gossiping,[問卦] 如果每天都去把白飯扒光？,kingtama (立志成為唬爛王),Mon Jul 10 15:04:45 2023,"
就是啊

本以為飯桶事件落幕了

結果似乎要血流成河

如果號召桶學每天去扒光白飯

讓店家沒辦法生存

可行嗎？

","['可以啊', '店家不改規則也真厲害', '統神還是同學', '好事多演過了', '1碗160 ml的白飯2元，他一桶35碗，才70ㄅ', '記得去吼，不要網上號召上萬人', '實際不到2個人去', '柯白犯', '你每天檢舉消防，噪音，味道比去吃白', '飯有用']"
Gossiping,Re: [問卦] 韓女直播有什麼魅力讓魯肥一直看???,Ratzilla (Ratzilla),Mon Jul 10 15:04:52 2023,": 從昨天我就一直就看這韓女直播
: 看到我半夜都夢到了
: 這種直播有什麼魅力讓魯肥一直看下去啊

https://i.imgur.com/t1e3g5i.gif
https://i.imgur.com/he554c9.gif

給你動圖 你就可以下載起來 放電腦 放手機
隨時隨地 停紅燈 車上等人時 打開看一下 又不會炒到人

",['穿太多']
Gossiping,[問卦] 把房變成沒投資價值 房價是不是就跌了？,qwerapple (nomaman),Mon Jul 10 15:04:54 2023,"如題，就是阿

房價這幾年來越來越高

啊如果把房子變成沒投資價值

房價是不是就跌？

有卦？


","['金融業是最大受災戶', '我家市價。你家無價', '從你家做起', '理想是偉大的', '房地產不可能沒價值，任何事情被預測到就', '有賺錢的機會，房地產就是基於我預測你會', '生小孩去賺的缺德錢，這招古代就有所以一', '個國家剛完成革命都會誓言改善，國父的三', '民主義裡面的平均地權就是針對這點，這是', '執政者的魔戒，拒絕不了誘惑就變成現在的', '執政黨，不勞而獲的巨額金錢讓許多人瘋狂', '與墮落', '重點不是有沒有價值  重點是我不能虧', '錢賣']"
Gossiping,[新聞] 買台灣原創漫畫談棒球遇兄弟迷 賴清德笑,jal99 (jal99),Mon Jul 10 15:05:07 2023,"自由

買台灣原創漫畫談棒球遇兄弟迷 賴清德笑問要打架嗎

〔記者陳昀／台北報導〕副總統賴清德近來積極與青年互動，今前往奎府聚書店與漫畫工作
者交流，並鼓勵學生使用文化幣；身為資深「獅迷」的賴，當場購入包含棒球主題等數本台
灣原創漫畫，在店內遇到「兄弟粉絲」時，賴還打趣地說「要打架是不是」，惹得全場大笑
。

根據總統府釋出的新聞稿與影片，賴清德抵達後，先由書店企劃人員陳怡靜、店員徐琬婷介
紹台灣漫畫；漫畫家張季雅、左萱、韋蘺若明也分別介紹其漫畫作品及創作過程。

賴清德也與現場學生分享喜愛的台灣漫畫，他表示，自己喜歡棒球，但現在已經沒有時間看
球賽，所以先選購了《帶我去球場》，但也想看看其他好的台灣漫畫，隨後在店員推薦下購
入了《神之鄉》、《異人茶跡》、《送葬協奏曲》及《芭蕉的芽》等數本。

談論棒球的過程中，現場一名學生分享自已是中信兄弟的棒球迷，賴清德也開玩笑說「要打
架是不是」，學生隨即說「忠實的粉絲都是好朋友！」賴也回應：「是啊，我們是以球會友
！」

鑑於文化部針對18至21歲青年發放成年禮金1200點文化幣，作為藝文消費折抵使用，並提出
獨立書店點數放大專案，賴清德也鼓勵學生使用文化幣購買台灣漫畫，以實際行動支持台灣
原創漫畫。文化部長史哲及次長王時思等人也陪同出席。

https://reurl.cc/8jea5X

","['又巧遇 玩不膩喔', '他為什麼可以這麼尬', '智障', 'Lie導新片', ' 推賴神 很真誠實在 不會演受虐兒', '又是哪間學校的學生會長 還是工讀生', '我連酸都酸不出點 現場應該尷尬無比', 'action', '執政黨還會被虐喔？當然無法體會受虐兒', '賴都跪舔了 爽當副總統怎麼弄受虐形象', '支持統一讚啦賴神', '比另一個成天罵人家狗 太監 的好多了', '幕僚安排的啦 他本人根本不知道', '消費完學生，再來消費球迷夠了沒']"
Gossiping,[問卦] TVBS紅色跑馬燈很故意！！！,wsxcdsvv (台湾人),Mon Jul 10 15:05:19 2023,"TVBS下面那排紅色跑馬燈很故意

跑馬燈頭條大標題是幼園凶殺

剛剛只看到後面6死1傷 沒看到前面

想說是台灣的話就出大事了

結果再看一次是廣東

幹！廣東乾我屁事啊！

有沒有跑馬燈很故意的卦？

","['誰叫你只看幾秒的電視cc', '你在看電視喔 天啊', '什麼年代了還在看新聞台', '老人才看電視', '你自己沒看完整耶']"
Gossiping,Re: [問卦] 口爆真的會滿出來嗎?,TOMMY75410 (禿米),Mon Jul 10 15:05:30 2023,"對！

有些事真的很看天份！

有些女生就是不知道怎麼讓男生蘇服！

尤其越漂亮的越是！

會吹的請參考熊熊！沒30年功力是無法吹的這麼讚！

另外男士也要尊重一下對方！要噴射之前請給個信號！不然嗆到都不用玩惹☺




















所以我是推薦找個貼心的男友比較豪！畢竟男生最了解男生的點！他吹完換你吹，最後大
家再來覆盤討論一下哪裡該改進！

這樣進步就快惹，阿斯☺

※ 引述《engineer1 (爺呼弟)》之銘言：
: 那個
: 室友跟我說
: 他覺得最開心的時候
: 就是被口爆然後滿出來的瞬間
: 他有滿滿的幸福感
: 有人被口爆時
: 也會有這種心情的嗎?
: 可以分享分享~~

","['口爆到滿出來是吹到自來水管?', '還是男生懂男生', '越漂亮的配合度越高，通常是不怎麼漂', '亮的約雞掰！！']"
Gossiping,[爆卦] 鏡周刊把Selina當作梁靜茹 扯爆!,wwewcwwwf (桃園竹野內 豐),Mon Jul 10 15:05:28 2023,"https://reurl.cc/nDp30l

請查看新聞

鏡周刊新聞竟然把Selina 當作梁靜茹

這張是 李玟上Selina和納豆的小宇宙33號節目合作的

可以誇張一點啦

","[':alt+f4沒有用?', ':去你媽的', ':你才沒用', '他們對中國藝人比較熟 別這樣', '還蠻像的阿', '瞇著眼看好像差不多 都大餅臉', '都是大臉', '都圓臉+貧乳 容易搞錯', '記者腦殘正常啊', '誰？過氣', '可能這個記者太年輕了 不認識正常', '重點是這是昨天下午發的新文 已經快24hrs了', '這錯得太離譜了吧', '我也分不出Hebe 跟 田馥甄', '鏡週刊官網上還沒有人發現並更正...', '年輕人不認識很正常吧 不然就是在臭', '梁靜茹有夠慘，金曲沒半個還得被妓者', '這樣數落', '黨說你是誰就是誰 還不給我去改名字', '長得差不多吧', '都是大臉 過幾年更老了大概就像冰冰姐', '不意外 這個本來就很爛', '好險不是石原莉奈', '一個肥一個瘦 我阿罵都認得出 這樣也能搞錯 ?', '還好，萬一把民進黨與哥布林做區別，那', '才是誇張', '可見根本沒流量 哈哈', '我說鏡週刊 根本沒人看 當然不會有人發現', '還標註（翻攝自梁靜茹IG）難道IG沒寫自己', '名字嗎', '黑箱過NCC的傳媒 意外嗎', '黨說是就是', '（翻攝自梁靜茹IG）哈哈哈', '形狀很像', '經過綠媒一報導 我也覺得是雙胞胎']"
Gossiping,[新聞] 快訊／全台熱爆如烤箱！16縣市急發「高溫,foedoo (α),Mon Jul 10 15:06:25 2023,"三立

快訊／全台熱爆如烤箱！16縣市急發「高溫特報」　1地區防38度極端高溫

生活中心／魏聖凌報導

連日來全台高溫炎熱，台北社子多日高溫飆破38度，民眾出門宛如置身「戶外烤箱」！今
（10）日各地依舊炎熱，中央氣象局下午2時38分針對16縣市發布「高溫特報」，台東縣
為橙色燈號，有38度極端高溫出現的機率，雙北也為橙色燈號，有連續出現36度高溫的機
率；南台灣為黃色燈號，請注意。

橙色燈號：台東縣、台北市、新北市、桃園市、苗栗縣、彰化縣、台南市、高雄市、屏東
縣、花蓮縣

黃色燈號：基隆市、新竹縣、台中市、南投縣、雲林縣、嘉義縣

氣象局提醒，避免非必要的戶外活動、勞動及運動，注意防曬、多補充水份、慎防熱傷害
。室內保持通風及涼爽，建議採取人體或環境降溫的方法，如搧風或利用冰袋降溫等。關
懷老人、小孩、慢性病人、肥胖、服用藥物者、弱勢族群、戶外工作或運動者，遠離高溫
環境。

https://pse.is/54ecwj

","['還控溫 機場/車站又臭又悶 落後國家', '去你綠共的不缺電 幹', '働！要是716也這麼熱怎麼辦', '又不放假，發高溫特報幹嘛?我也知道很熱', '五樓肛溫高達45度 堪稱人體微波爐', '啊，但是能說不去上班喔?', '急三小 發這什麼聳動標題 幹你娘泣', '還不是要上班', '放假再叫我', '環境降溫=冷氣一律開到16度', '716就不去就好，冒中暑生命危險何必呢', '體恤人民就放高溫假啊', '阿兵哥:', '716 當然去', '旱魃再世', '台灣是不是有熱到放假過？', '真的好熱 早上冷氣一停就流汗', '高溫假勒 雇主要自立自強了嗎', '太陽能板再加持下去更熱']"
Gossiping,[問卦] 白飯吃到飽哪家cp值最頂？,puncher (牧童),Mon Jul 10 15:06:28 2023,"最近看到有很多人很愛吃白飯
想了一下
台北其實很多店可以白飯吃到飽吧

白飯吃到飽的店
到底哪一家cp值最高最頂啊

有沒有推薦的？？

","['福勝亭', '我家巷口', '自己買米回去煮', '自己家吃不用錢', '我家巷口         七月初就沒看他開門了', '自己家吃不用錢 是吃空氣?', '還是你家電鍋會自己長白飯出來', '記得看清楚是吃到飽還是免費供應', 'nagomi 進去只吃白飯', '六扇門']"
Gossiping,Re: [問卦] 當房仲要有什麼特質？,krit1009 (優文大師),Mon Jul 10 15:06:30 2023,"
本肥
出社會時曾經做過一年多仲介

因為本身對不動產有極高的興趣

我當初本來是想說既然對不動產有興趣
那麼就是做仲介就對了

當時仲介最愛講自己是什麼
您的專業不動產顧問
您的專業不動產夥伴
或是其它聽起來很像很屌一樣的抬頭

我當初還以為做仲介真的能學到些什麼不動產的專業
我媽知道我要去做仲介時
罵我罵得要死
說什麼好好的人不做 跑去做雞鳴狗盜之流

我聽了也覺得很荒謬
講那麼誇張幹嘛 至少也是份正當行業

後來發覺 我錯了
真的該聽媽媽的話

一入行 很幸運
不到三週就成交一間房子
永遠記得是一件1600萬的案子
收了5%服務費
仲介店頭實收服務費80萬元

我拿到的獎金大概也有3x萬吧
很扯吧 不到22天

我當時什麼都不會
只記得店長叫我講什麼我就講什麼

過程中除了開門看房子以外
都沒接觸到其他房子知識的東西了

服務費當然也是在買賣雙方分開不同小房間時
談價錢的時候跑出來的
這就是買賣方見面談卻又要分房間的原因
因為服務費不能見光

之後一年多
一樣沒學到什麼
只學到房子的皮毛
倒是演戲的功力大增

一年多之後回頭認真審視自己到底學到了什麼
不動產的專業幾乎是皮毛
不過倒是靠演戲賺了破百萬的服務費

我後來不想再演戲演下去
就離職了

現在在路上看到那些年輕的仲介
我都笑笑的

在看到那些資深仲介
我也笑笑的

反正什麼人都有

做人對得起自己就好了

我只知道做仲介我對不起我自己
所以不想再繼續下去 ㄏ






※ 引述《JQK2 (ACE)》之銘言：
: 業績決定成敗，周旋於買賣雙方
: 開發客戶，扮演掮客玩兩面手法
: 要當房仲需具備哪些特質的八卦？

","['那你為何不做呢 既然這麼好賺不好嗎', '給你學了一堆專業啦 客戶還不是只看價', '格 你那些專業知識可以成交嗎？', '學會了演戲不好嗎？']"
Gossiping,[問卦] 台科雞腿飯還在嗎,saygogo (45 35 25 買對下大抱緊),Mon Jul 10 15:06:48 2023,"台科雞腿肉質鮮嫩

量大管飯飽,免費無限續飯淋肉汁

隔壁台大男學生時不時越區來蹭

蟾蜍山陰眾兵將短暫返陽也常來此光顧

究竟有何魔力？

現在還吃的到嗎？


","['聽說沒了', '早就沒了吧', '一開始賣多少有人知道嗎', '會發這種文代表你已經老了，而且是很老', '了', '而且出事的也不是118', '早沒了', '我吃過耶 1995年剛交到政大妹常去', '沒很好吃 覺得名過其實', '肛交到', '早沒了 但自助餐還比台大學餐好吃又便宜']"
Gossiping,[爆卦] 馬世芳FB: 這個人可能會變成我們的總統,twoquarters (半個比爾),Mon Jul 10 15:07:14 2023,"
FB連結：https://reurl.cc/lDprq6
https://imgur.io/a/PUs8xiR

柯文哲說他原本想在北流辦演唱會。

據報導，他說因為該地是「東區門戶計畫的重要政績」，所以本來想「假裝開演唱會」，藉此「夾帶」宣揚政績，「結果世態炎涼，我卸下市長不到三個月，人家就不讓我在那裡辦了。」

他還說：「通常這種事件，太監就解決掉，不會到皇上那裡。」

拜託：「北流申請及收費規章」是柯文哲市長任內制定的，明文寫著不得有公職人員競選活動、政黨活動或政治性議題活動。詳：

https://is.gd/AO2khT （第二頁最下面，第三條，第二項）

據報導，北流承辦人員還特別詢問柯辦：「是純粹個人演唱會，還是帶有政治宣傳的演唱會」，但「當時柯文哲辦公室回覆，不敢保證沒有政治色彩」。你看，這種活動要是通過申請，就是「柯主席」賞「柯前市長」一耳光。

關於柯文哲的文化教養（or the lack thereof）、以及對流行音樂（或任何音樂）的品味，且先不提它。

但是他竟然以「太監」羞辱北流董事長黃韻玲。

他竟然覺得在北流「假裝」辦一場「演唱會」拿來「夾帶宣揚政績」是很 OK 的事。

他把「北流」和「演唱會」當成什麼了？

各位音樂人睜大眼睛看好：這個人可能會變成我們的總統。

附註：知名音樂人馬世芳開砲了

他覺得柯P想用演唱會名義來偷渡政治活動很不可取

這些音樂人是不是都是塔綠班啊，小鼻子小眼睛，阿北想在北流辦個活動錯了嗎？搞不好真的會唱歌啊，你各位說是不是

